@RELATION 12-4_duration
@ATTRIBUTE startTime Numeric
@ATTRIBUTE duration Numeric
@data
1196,5
1244,8
1286,10
1014,6
1054,0
1064,54
1119,0
1119,0
1119,0
1120,8
1133,4
1159,4
1220,1
1262,7
1019,8
1029,1
1034,4
1049,2
1068,0
1150,5
1162,4
1179,0
1272,21
1008,0
1014,5
1053,9
1086,11
1098,1
1099,0
1100,189
1289,16
1054,1
1061,8
1074,14
1088,1
1090,24
1132,10
1142,245
1120,9
1183,23
1243,3
1279,0
1286,0
1301,0
1004,0
1007,3
1022,0
1038,0
1039,0
1052,0
1108,5
1170,14
1198,10
1183,8
1198,4
1205,2
1220,0
1227,1
1241,5
1050,8
1063,14
1077,1
1078,12
1091,0
1091,5
1115,4
1131,0
1193,4
1273,3
1012,10
1030,2
1063,0
1099,6
1191,5
1205,2
1213,4
1247,1
1290,0
1047,29
1079,13
1121,0
1196,0
1199,0
1221,3
1237,0
1263,1
1033,11
1068,0
1085,24
1141,5
1153,20
1213,1
1219,4
1229,29
1265,12
1287,19
1030,7
1071,4
1131,0
1141,7
1159,2
1173,1
1176,0
1184,20
1241,1
1258,27
1290,19
1066,13
1085,0
1099,0
1106,2
1108,26
1135,9
1174,2
1188,5
1206,16
1230,6
1271,1
1296,4
1007,116
1124,7
1161,0
1007,0
1011,0
1016,0
1020,0
1026,0
1027,0
1035,0
1037,2
1068,0
1072,0
1099,0
1102,3
1112,0
1162,1
1174,1
1222,0
1232,6
1289,12
1020,0
1058,1
1070,3
1105,6
1126,1
1131,3
1145,1
1157,0
1168,6
1185,10
1242,1
1256,7
1274,17
1015,17
1041,64
1136,1
1146,10
1162,0
1169,2
1215,8
1014,18
1033,353
1052,3
1062,4
1181,27
1097,24
1171,0
1053,25
1088,26
1132,266
1007,3
1016,1
1103,3
1123,3
1153,7
1167,0
1186,16
1223,2
1242,11
1308,14
1006,1
1026,4
1043,3
1055,28
1093,31
1209,20
1248,15
1017,4
1064,34
1159,0
1166,0
1178,15
1267,9
1028,12
1095,4
1119,3
1133,0
1151,0
1154,8
1170,2
1183,0
1220,4
1226,0
1264,11
1031,4
1044,18
1084,8
1100,15
1166,4
1242,27
1006,2
1012,0
1091,0
1112,112
1228,0
1233,47
1009,2
1026,2
1044,0
1100,5
1115,5
1151,3
1164,14
1206,2
1227,1
1252,0
1286,6
1022,2
1030,4
1047,5
1056,0
1060,0
1064,8
1085,32
1134,0
1141,60
1226,0
1298,1
1180,1
1189,0
1280,0
1292,7
1027,1
1072,24
1099,0
1126,0
1161,0
1164,1
1167,2
1172,0
1199,1
1282,3
1011,6
1033,1
1130,0
1132,2
1139,5
1153,2
1160,0
1162,0
1168,0
1171,8
1193,1
1205,1
1257,1
1039,2
1123,7
1208,1
1232,13
1272,2
998,56
1067,160
1156,1
1169,1
1184,12
1202,0
1017,30
1048,6
1068,4
1077,0
1083,1
1120,1
1156,1
1166,0
1171,0
1211,1
1244,7
1285,2
1027,4
1032,206
1238,0
1245,0
1252,0
1038,2
1079,0
1086,0
1087,0
1105,0
1112,0
1123,3
1137,0
1141,0
1156,3
1179,2
1195,6
1211,0
1012,2
1015,50
1065,1
1069,2
1085,0
1097,0
1102,0
1117,3
1127,0
1189,1
1209,6
1274,0
1296,2
999,1
1043,2
1049,55
1140,1
1144,6
1152,0
1156,22
1188,0
1202,1
1212,2
1217,24
1257,16
1284,25
1184,0
1197,0
1201,3
1206,0
1250,3
1277,1
1286,0
1010,5
1026,15
1090,10
1109,0
1129,0
1134,0
1136,0
1141,1
1166,21
1196,2
1242,3
1273,2
1006,0
1012,0
1019,1
1032,0
1039,0
1053,0
1062,11
1085,1
1091,1
1096,3
1121,0
1127,49
1181,3
1244,5
1067,12
1080,115
1196,1
1205,2
1208,0
1221,0
1224,0
1247,1
1065,2
1073,1
1079,1
1081,0
1100,0
1103,1
1120,1
1214,1
1220,0
1230,2
1251,0
1254,0
1018,5
1028,0
1072,5
1095,0
1194,17
1262,1
1269,1
1017,7
1028,0
1040,1
1043,0
1084,0
1107,15
1132,28
1209,1
1263,4
1271,0
1285,3
1297,2
1021,13
1211,1
1224,0
1233,10
1246,0
1001,0
1001,0
1008,0
1011,1
1073,0
1082,0
1095,1
1097,16
1120,0
1215,4
1300,1
1012,0
1017,3
1035,0
1048,0
1080,0
1092,0
1112,2
1119,7
1146,0
1150,7
1165,4
1183,0
1185,1
1280,26
1052,4
1128,1
1135,3
1140,1
1142,0
1165,0
1182,4
1222,0
1244,2
1250,3
1272,3
1278,1
1300,0
